text_id,token_id,text,sentence_number,token_number
11,7.121_3,-1.0,0,"Erlkönig (Goethe)  Die Ballade wurde von Goethe im 1782 geschrieben. Der Autor hat sich  von der skandinavischen Legende über den König der Elfen inspiriert.   Das Werk erzählt vom Vater-Sohn-Dialog. Der Vater reitet in der Nacht mit  seinem kranken Jungen zurück zum Hof durch einen magischen und  gespenstischen Erlenbruchwald. Der Sohn kämpft mit Fieber und ist im  Delirium. Dem Jungen scheint es, als ob er von einem Erlkönig verfolgt  wird, und er berichtet es seinem Vater, der versteht, dass der Sohn in  Agonie ist, deshalb jagt er sofort Pferde und versucht, das Kind zu  beruhigen. Der Erlkönig lockt den Jungen mit verschiedenen Freuden, aber  er widersteht den Versuchungen. Wenn der Vater die Hoffnung auf  Erlösung hat, droht der König, das Kind mit Gewalt aufzunehmen. Seinem  Vater scheint es, als hätte er es geschafft, aber der Junge ist bereits tot. Der  Junge versteht nicht, dass ihm nur ein böser Geist vorkommt, er nimmt  Visionen für die Realität an. Er stirbt nicht mit einem Gefühl von  körperlichem Schmerz, sondern mit einem Gefühl der Angst vor dem  Erlkönig.  In dieser Ballade können drei Themen unterstreicht werden: Kampf, Mystik  und Tod. Das Thema des Todes wird in der Ballade durch die Augen eines  Erwachsenen und eines Kindes dargestellt. Das Bild des Waldkönigs kann  der Leser gerne anders wahrnehmen. Vielleicht sind es nur Halluzinationen  eines Kindes in einem Fieber, aber nichts hindert an der Annahme, dass es  viel mehr ist als eine schreckliche Fata Morgana. Das Thema des Kampfes  kann in der Tatsache gesehen werden, dass jeder Held seine eigene  Prüfung unterziehest. Der Vater versucht, seinen Sohn zu retten, während  der Sohn gegen den Waldkönig kämpft.  Erlkönig  ist im Genre der Ballade  geschrieben. Die Ballade umfasst drei Elemente: enthält ein Ereignis, die  Handlung entwickelt sich schnell und dramatisch und die Ballade hat die  Form eines Gedichts.  "
12,7.122_1,-1.0,0," Der Löwe mit dem Esel  und  Der Esel mit dem Löwen  von Gotthold Lessing Die Fabel ist eine lebhafte Geschichte oder kürzere Erzählung mit belehrender Absicht, in der vor allem Tiere, aber auch Pflanzen und Dingliches oder fabelhafte Mischwesen menschliche Eigenschaften besitzen (Personifikation) und auch menschlich handeln. Die Moral spielt eine wichtige Rolle in der Fabel. Meistens wird es nicht direkt ausgedrückt, sondern durch eine bestimmte Situation.  Eine der Fabeln von Gotthold Lessing ist  Der Löwe mit dem Esel . Die Hauptfiguren in der Fabel  Der Löwe mit dem Esel  sind die Tiere (der Löwe und der Esel). Der Löwe tritt als eine Figur auf, die im sozialen Status höher ist als der Esel. Selbst im Namen der Fabel weist die Präposition  mit  darauf hin, dass der Esel ein  Werkzeug  für den Löwen ist. Neben dem Löwen und dem Esel gibt es in der Fabel einen weiteren Helden – die Krähe, mit dem Lessing die Moral offenbart. Als der Löwe beschließt, mit dem Esel spazieren zu gehen, wirft die Krähe dem Löwen vor, dass er mit diesem Vieh spazieren gehen wollte. Worauf Löwe ganz entspannt reagiert, dass er mit wem er will, mit wem er spazieren geht. Schließlich ist er frei zu entscheiden, was er tun soll. Auf diese Weise zeigt der Löwe der Krähe, dass er wirklich stark und unabhängig ist und sein Leben selbst regiert.  In der zweiten Fabel  Der Esel mit dem Löwen  sind die Hauptdarsteller zwei Esel und der Löwe. Zuerst geht der Löwe durch den Wald und er braucht den Esel statt Jaegerhorn, dann trifft er auf einen zweiten Esel. Der zweite Esel grüßt den ersten Esel, aber er antwortet ihm unhöflich. Der erste fragt denjenigen:  Warum er sich selbst für größer hält als andere? Weil er mit dem Löwen zusammenkommt?  Es war eine rhetorische Frage, eine Antwort, die jeder kennt - man muss sich vor anderen nicht übertreffen, nur weil man etwas hat, das andere nicht haben.  So werden in zwei kleinen Fabeln zwei sehr wichtige Gedanken über die Werte des Lebens ausgesprochen. Die Helden in diesen Fabeln verkörpern bestimmte menschliche Eigenschaften. Der Esel ist Unwissenheit und Dummheit, der Löwe ist Königlichkeit, Macht, und die Krähe ist List, Merkantilität und Arroganz.  "
13,7.122_2,-1.0,0," Der Handschuh  von Friedrich Schiller  Der Handschuh  ist eine Ballade von F. Schiller. Im Mittelpunkt seiner Balladen stehen mythologische und legendäre Geschichten über Ritter und edle Damen.  Die Handlung der Ballade  Der Handschuh  basiert auf einer sehr einfachen Geschichte. Schiller erzählt uns von den Ereignissen, die im Hof des Königs von Frankreich. Der König und seine Großen haben Spaß daran, den Kampf der Tiere in der Arena zu beobachten. Löwe, Tiger und Leoparden kämpfen miteinander. Aber alle erwarten ein atemberaubendes Schauspiel, und plötzlich fällt ein Handschuh in die Arena. Die entzückende Dame Kunigund wendet sich an den Ritter seines Herzens, um ihren Handschuh aus der Arena zu bringen. Sie wünscht, dass Ritter Delorges ihr seine Liebe und Treue zum Ausdruck bringt. Delorges steigt in die Arena, hebt den Handschuh, aber zurück, wirft der Ritter einen Handschuh seiner Auserwählten ins Gesicht. Da der Handschuh nicht zufällig in der Arena war, beschloss die junge Kunigunde, den Ritter zu streicheln und auf sich aufmerksam zu machen. Sie kommt mit seinem edlen Auserwählten grausamen und ungerechtfertigten Test, wenn er nur in der Lage, seine Liebe in ihr zu beweisen. Schiller zeigt in seiner Ballade im Namen des Ritters, dass das Leben mehr wert ist als jemandes lächerliche Laune.   Der Handschuh  ist im Genre der Ballade geschrieben. Die Ballade umfasst drei Elemente: enthält ein Ereignis; die Handlung entwickelt sich schnell und dramatisch; und die Ballade hat die Form eines Gedichts. Die Ballade besteht aus 7 Strophen. Und  Der Handschuh  ist im der Romantisch geschrieben, weil es alle Merkmale der Romantik enthält. Zum Beispiel ist eine große Aufmerksamkeit auf die Persönlichkeit des Menschen, seine inneren Erfahrungen; die Gefühle des Helden spielen eine wichtige Rolle; die Ballade verwendet eine legendäre Handlung.  Im Allgemeinen hat Schiller das Hauptproblem aufgedeckt - es ist ritterliche Ehre und Menschenwürde. Der Autor verurteilt die despotischen Gesetze der Gesellschaft und behauptet die Notwendigkeit, die Kraft des Geistes des Individuums über die Welt des Bösen und der Gewalt zu gewinnen. "
14,7.122_3,-1.0,0,"                       Wolfgang Borchert  Nachts schlafen die Ratten doch  Die wichtigste Periode des literarischen Schaffens von Wolfgang Borchert kann in zwei Jahre passen, in denen er schwer krank war und alle Folgen des Krieges überlebte. Er war in einem sehr jungen Alter im Krieg, was ihn sehr sensibel machte, all die Ereignisse zu erleben, die ihm widerfahren waren. Letztendlich ließen ihn alle Ereignisse, die ihm widerfahren waren, alle Erfahrungen in Form von kurzen und umfangreichen Geschichten präsentieren. Deshalb ist Wolfgang Borchert vor allem für seine Antikriegsliteratur in Form von Kurzgeschichten bekannt. In jeder Geschichte erleben die Hauptfiguren den schwersten inneren Konflikt, der sich aufgrund der monströsen historischen Ereignisse, nämlich der Ereignisse des Zweiten Weltkriegs, gebildet hat. Oft geschieht die Aufdeckung des Problems  Mensch und Krieg  durch Bilder von Kindern. Bilder von Kindern helfen, die zerbrochenen Schicksale aller Menschen im Allgemeinen in den Jahren des Zweiten Weltkriegs zu vermitteln.  In einer Kurzgeschichte wird von einer Episode erzählt, die Anzahl der Charaktere beträgt normalerweise zwei oder drei Personen, und sie selbst sind einfache Menschen mit ihren Fehlern und Mangeln. Die kurze Geschichte beginnt plötzlich, ohne besondere Einleitung und stellt eine Art Fortsetzung der Geschichte dar, das Ende der Geschichte bleibt immer offen und die Erzählsprache ist für den Leser einfach und leichtübersichtlich.  Zu Beginn der Geschichte beschreibt der Autor die Natur spärlich. Neben der einschüchternden und tragischen Handlung heizt die Erzählung selbst auch die Situation an. Die Beschreibungen der Umgebung vermitteln ein Bild der universellen Zerstörung. Als nächstes beginnt die Erzählung über die Helden. So erzählt die Geschichte vom Jungen Jürgen, der bei der Leiche seines jüngeren Bruders bleiben musste, weil er nicht von Ratten gefressen werden wollte. Außerdem kommt eine andere Figur in die Erzählung - ein Mann, der zu Jürgen kommt und versucht, ihn mit allen Mitteln nach Hause zu seiner Familie zu bringen, während er von seinen Hasen erzählt. Jürgen antwortet auf die Fragen des älteren Mannes einsilbig und ausweichend. Dann erzählt er dem Mann alles. Er sagt, dass leben die Ratten von den Toten, das weiß der Junge von seinem Lehrer. Seine Gefühlsregungen und seine kindliche Ausdrucksweise stehen im scharfen Kontrast zu seiner extrem freudlosen Aufgabe. Der Mann schafft es, den Jungen zu überreden, mit ihm zu gehen. Im Text gibt es solche Mittel der Ausdruckskraft als die Personifikationen  das Fenster gähnt ,  die Schuttwüste döst ; die Parzellierung  nachts auch. Immerzu. Immer. ; die Wiederholungen   Und er auch. Wir haben noch gerufen. Er war viel kleiner als ich. Er ist doch viel kleiner als ich. .  Das Bild von Jürgen ist ein Sammelbild, das hilft, die Stimmung einer ganzen Generation der damaligen Zeit zu vermitteln, nämlich ihren Blick auf den Krieg. Die Kinder, die damals lebten, wurden aus dem normalen Leben verdrängt, sie fühlten ihre Kindheit nicht. Ihnen bleibt nichts anderes übrig, als das Geschehen zu akzeptieren und alle Belastungen des Lebens selbst zu bewältigen, wie Jürgen mit seinen Überzeugungen, dass in der Nacht hinter der Leiche seines Bruders Ratten kommen. "
15,7.124_1,-1.0,0," Der Esel mit dem Löwen    Dieses Werk ist eine Fabel, weil es ein kurzes lehrreiches Gedicht ist und Elemente von Moral und Dramatik enthält.    Die Fabel wurde von Lessing geschrieben. Er war ein bedeutender Dichter und Dramatiker aus Deutschland.    In der Fabel  Der Esel mit dem Löwen  geht es um einen Esel und einen Löwen, die einem anderen Esel begegnen. Ein anderer Esel kritisiert und verurteilt den Esel, weil er versucht etwas Besseres zu sein als seinen Bekannte nur weil er mit dem Löwen zusammen ist. Der Löwe verkörpert in dieser Fabel Macht und Autorität, der Esel - Dummheit und Naivität.    Der Lehrsatz ist implizit. Man sollte nicht denken, dass er besser ist als andere, nur weil er im Dienst des Mächtigen ist.   "
16,7.125_1,-1.0,0," Der Löwe mit dem Esel  Gotthold Ephraim Lessing  In der Fabel steht als zentrales Thema die Beziehung zwischen dem Löwen und dem Esel und die Problematik dieser Beziehung, da sie auf einseitigen nutzen beruht. Der Esel ist typisch für sein dummes, störrisches, naives und faules Verhalten. Der Löwe sieht ihn nur als sein Jagdhorn an und erkennt keinen anderen Sinn in dem Esel, als ihn als Jagdhilfe zu benutzen.  "
17,7.125_2,-1.0,0," Der Esel mit dem Löwen  Gotthold Ephraim Lessing Die Fabel ist eine lebhafte Geschichte, der ein tiefer Sinn zugrunde liegt und die sittlichen Wahrheiten oder allgemein-menschliche Erfahrungen veranschaulicht.  Das Werk  Der Esel mit dem Löwen  ist vom berühmten deutschen Dichter und Dramatiker Gotthold Ephraim Lessing geschrieben. Es ist aus dem Jahr 1759 und fällt damit in die Epoche der Aufklärung.  In der Fabel  Der Esel mit dem Löwen  wird die Selbstüberschätzung des Esels kritisiert. Der Esel versucht etwas Besseres zu sein als seine  Bruder  nur weil er sich mit dem Löwen abgibt, der ihn allerdings als Jagdhilfe benutzt.  Die Moral ist implizit.  "
18,7.125_3,-1.0,0,"Johann Wolfgang von Goethe  Erlkönig  Der Vater reitet in der Nacht mit seinem kranken Jungen zurück zum Hof durch einen magischen und gefürchteten Erlenwald. Das Kind leidet dabei an zunehmend schweren Halluzinationen, bei dem ihm immer wieder der bedrohlich Erlkönig erscheint und ihn in sein Reich zu seinen Töchtern locken will. Der Vater versucht den Jungen zu beruhigen und beeilt sich nach Hause zu kommen. Aber es war zu spät und das Kind verstirbt in seinen Armen. *** Das ist eine Ballade, weil im Text ein Ereignis spielt und das Dramatische in der Dialog-Form besteht. Das Gedicht hat Reime und die Stilmittel, die Goethe hauptsächlich benutzt, sind die Anapher und die Alliteration. Die erste Anapher findet man in den Zeilen drei und vier. Dort wird das Personalpronomen  er  für den Vater dreimal benutzt. Handlung ist sehr stark und dramatisch, außerdem entwickelt stürmisch, dynamisch und endet mit dem Tod. Der Autor wendet sich an alte Mythen und Legenden.  "
19,7.159_1,9.0,0,"Wann werden die Vorlesungen des Gastprofessors stattfinden?
Er tritt mit mehrere Vorlesungen im Auslan -EMPTY- d -EMPTY-  
Wo ist den Gastgeschenk? Darf ich ihn sehen?
Jeder erinnert sich gerne an Ihre Gastfreundschaft -EMPTY- 
Der Orchester gab ein schönes Gastkonzert in Rom -EMPTY- 
Das Konzert eröffnete der Gastdirigen -EMPTY- t
Das Ballett des Bolschoi-Theaters unternahm eine Gasttournee nach Frankreich.
Das Seminar wird von einem Gastdozenten geleitet -EMPTY- 
"
20,7.160_1,12.0,0," -EMPTY- 3 Sätzen die wichtigsten Informationen über die dritte Einwanderungswelle.
München war der sichere Ort für die russischsprachige, antisowjetische Emigration. In München entstand eine eigene russische nicht-sowjetische Kultur. Eine neue Emigrationsbewegung setzte sich in Gang, die zur Erneuerung der russischen Diaspora führte.

Lew Kopelew
Lew Kopelew wurde 1912 in Kiew als Sohn eines jüdischen Agronomen geboren. Schon früh wurde er mit der deutschen Sprache vertraut, die während seiner Kindheit oft in seiner Umgebung gesprochen wurde (die Familie hatte deutsche Kindermädchen, und die erste Liebe war die Tochter einer deutschen Familie).
Er arbeitete nach der Grundschule zuerst in einer Lokomotivfabrik und später als Lehrer an einer Schule für Erwachsene. In seiner Jugend war er begeisterter Kommunist, fiel aber aufgrund seiner Nähe zu trotzkistischem Gedankengut negativ auf. Um nicht als Abweichler Opfer der stalinistischen Säuberungen zu werden, bemühte er sich, seine kommunistische Treue durch einen gewissen Übereifer zu beweisen.
Er studierte von 1933 bis 1938 Germanistik, Geschichte und Philosophie. Nach seiner Promotion arbeitete er als Dozent.
Kopelew war zwar daran interessiert, ins Ausland zu reisen, aber er fürchtete die Gefahr der Ausbürgerung und wollte nicht ins Exil gehen. Eine Einladung von Böll und Marion Gräfin Dönhoff zu einer Studienreise nach Deutschland erfolgte 1980. Nachdem Kopelew sich zu Anfang dieses Jahres mit anderen Intellektuellen für Andrei Sacharow eingesetzt hatte, wurde ihm und seiner Frau überraschend im Oktober die Genehmigung zur Ausreise erteilt. Mitte November traf das Ehepaar in Köln ein. Der Genehmigung war ein langes diplomatisches Ringen um eine Rückkehr-Garantie vorausgegangen.
Anfang 1981 wurde das Ehepaar jedoch ausgebürgert. Nach einer Reise in die USA ließen sich Kopelew und seine Frau Raissa Orlowa in Köln nieder, Kopelew wurde kurz danach deutscher Staatsbürger. Über die Schwierigkeiten, sich in Deutschland einzugewöhnen, berichtete Orlowa in einem Buch.
"
21,7.160_2,-1.0,0,"Wolfgang Borchert  Die drei dunklen Königen  Die Geschichte  Die drei dunklen Könige  wurde von Wolfgang Borchert an Heiligabend 1946 veröffentlicht. Das Werk wurde im Genre der  Kurzgeschichte  geschrieben. Diese Art der Geschichte zeichnet sich durch seine kurze, aber umfangreiche Handlung mit poetischem Lyrismus aus. Darüber hinaus kann diese Geschichte als  Weihnachten  beschrieben werden, da in der Geschichte mystische Momente, Prüfungen des Menschen durch die Geister der Finsternis gefunden werden können. Zum Beispiel kann man in Borchert s Geschichte einen Moment des Wunders finden, der gerade an Heiligabend stattfindet und trotz des dunklen und deprimierenden Ortes dieser Geschichte ein glückliches Ende hat.  Die Handlung basiert auf einer ähnlichen Geschichte über die Gaben der Heiligen drei Könige für ein neugeborenes Gotteslästerer. Aber die Handlung der Geschichte bei Borchert findet in der Nachkriegszeit statt, als es sowohl auf der Seele der Menschen als auch in der Welt um sie herum dunkel ist. Und nur das Licht aus den Fenstern (das Licht von einem neugeborenen Kind) als Leitstern führt drei Soldaten in das Haus. Die drei Soldaten sind die drei Heiligen drei Könige, die dem Bild des Babys deutlich entgegengesetzt sind. Sie sahen zu dritt die Schrecken des Krieges, und das Baby ist völlig unschuldig und sein Gesicht umrahmt den Nimbus. Für die Tatsache, dass die Eltern des Babys nahmen drei Soldaten in ihr Haus - sie schenkten sie ihr letztes Vermögen (Süßigkeiten für die Mutter, Tabak für den Vater und Spielzeug für das Baby). In der Geschichte war diese Tat ein Symbol der Hoffnung auf eine glänzende Zukunft und der Befreiung von den Schrecken der Vergangenheit.  Das Werk ermöglicht es Ihnen, es auf unterschiedliche Weise zu interpretieren, da es die Motive des Religiösen, Fantastischen und Realen kombiniert.  "
22,7.160_3,-1.0,0,"Wolfgang Borchert  Nachts schlafen die Ratten doch  Wolfgang Borchert war vor allem für seine Antikriegsliteratur bekannt. In jeder Geschichte erleben die Hauptfiguren den schwersten inneren Konflikt, der sich aufgrund der monströsen historischen Ereignisse, nämlich der Ereignisse des Zweiten Weltkriegs, gebildet hat. Oft geschieht die Aufdeckung des Problems  Mensch und Krieg  durch Bilder von Kindern. Bilder von Kindern helfen, die zerbrochenen Schicksale aller Menschen im Allgemeinen in den Jahren des Zweiten Weltkriegs zu vermitteln.  So erzählt die Geschichte vom Jungen Jürgen, der bei der Leiche seines jüngeren Bruders bleiben musste, weil er nicht von Ratten gefressen werden wollte. Außerdem kommt eine andere Figur in die Erzählung - ein Mann, der zu Jürgen kommt und versucht, ihn mit allen Mitteln nach Hause zu seiner Familie zu bringen, während er von seinen Hasen erzählt. Neben der einschüchternden und tragischen Handlung heizt die Erzählung selbst auch die Situation an. Die Beschreibungen der Umgebung vermitteln ein Bild der universellen Zerstörung.  Das Bild des Jungen Jürgen, der sich in einer so schwierigen Situation befindet, trägt dazu bei, die Gefühle einer ganzen Kindergeneration jener Zeit zu vermitteln, nämlich ihren Blick auf den Krieg. Alle Kinder dieser Zeit wurden aus der Kindheit  geschoben . Ihnen bleibt nichts anderes übrig, als das Geschehen zu akzeptieren und alle Belastungen des Lebens selbst zu bewältigen, wie Jürgen mit seinen Überzeugungen, dass in der Nacht hinter der Leiche seines Bruders Ratten kommen.    Die Handlung spielt im 15. Jahrhundert am Hof von König Franz I. Von Frankreich, der seine Höflinge versammelt hat, um sich zu amüsieren und eine Schlacht der wilden Tiere zu beobachten. Im Eifer des Gefechts, als ein Löwe und ein Tiger in der Arena aufeinandertreffen, lässt eine der Hofdamen einen Handschuh fallen, der direkt zwischen die wilden Tiere fällt, und bittet ihren Ritter, der sie zurückgewinnen wollte, ihr den heruntergefallenen Gegenstand zu bringen und damit seine Treue zu beweisen. Der Ritter erkennt, dass er die Bitte nicht ablehnen kann, da eine Ablehnung als Feigheit angesehen würde und sein Ruf für immer ruiniert wäre. Also erfüllt er den Wunsch der Dame: Er steigt lautlos zu den Bestien hinab, holt den Spießrutenlauf, kehrt zur Dame zurück und wirft ihr die Trophäe ins Gesicht. "
23,7.161_1,8.0,0,"Gastdozent, m - Er wurde als Gastdozent zu einer Konferenz nach Deutschland eingeladen.
Gasthörer, m - Niemand geht mehr als Gasthörer zur Universität.
Gastprofessors, m – Vorlesungen von Gastprofessoren werden oft an unserer Universität gehalte -EMPTY- n
Gastvorlesungen, f - Unser Dozent hält oft Gastvorlesungen im Ausland.
Gastgeschenk, n  - Das Mädchen wartete sehr auf Gastgeschenke zum Geburtstag.
Gastspiel, n - Während der Gastspiel waren Sie in 10 Ländern.

Номер 14
Wann werden die vorlesungen des Gastprofessors stattfinden?
Er hielt einige Gastvorlesungen im Ausland.
Wo -EMPTY-  ein Gastgeschenk? Darf ich ihn sehen? 
Alle mit Vergnügen erinnern Sie sich an Ihre Gastfreundschaft. 
Das Orchester gab einen schönen Gastkonzert in Rom. 
Konzert eröffnet der Dirigent, der auf Tournee kam. 
Ballett des Bolschoi-Theaters er machte eine Gastspielreise nach Frankreich. 
 -EMPTY- Seminar führt der Gastdozent.

"
24,7.164_1,12.0,0,"Am Ende des kalten Krieges wurde München zu einem sicheren Ort für die Russischsprachige, antisowjetische Emigration. 
In München wurde eine eigene Welt gegründet, die von verschiedenen Organisationen unterstützt wurde, die im kalten Krieg eine wichtige Rolle spielen sollten. 
Nach der Konferenz über Sicherheit und Zusammenarbeit in Europa, die 1975 in Helsinki endete, begann eine neue Auswanderungsbewegung und es führte zur Erneuerung der Russischen Diaspora.
"
25,7.164_3,11.0,0,"1.Angehende Lehrer werden an der pädagogischen Fakultät der Universität ausgebildet.
2.Den jungen Pädagogen wurden neue Unterrichtsmaterialien zur Verfügung gestellt.
3.Bekannte Professoren und junge Wissenschaftler werden an die Arbeit heranziehen.
4. Fünfundvierzig Berichte wurden erstellt.
5. Nach und nach wurde das Alte überwunden.
6. Wir mussten -EMPTY-  weitermachen, was bereits erreicht wurde.
7. Sie werden erwartet.
8.Aufgrund einer schweren Krankheit wurde dieser Pädagoge von dem Schuldienst entfernt.
9.Er wurde zu den Lehrerkursen geschickt.
10.Ein guter Start ins Leben wurde den Kindern von der Schule und der Universität sichergestellt.
11. An der Fakultät wurden neue Lehrpläne eingeführt.
12.Es wurden neue Seminare organisiert, Diskussionen geführt.
"
26,7.165_1,12.0,0,"Die dritte Zuwanderungswelle kam am Ende des Kalten Krieges.
München wurde zum Zentrum der antisowjetischen Emigration.
Nach der Konferenz für Sicherheit in Helsinki , kam in vielen Ostblockstaaten die Dissidenten- und Bürgerrechtsbewegung auf.
"
27,7.165_2,9.0,0,"#13
1.Sie luden mich ein, heute Gastdozent zu sein.
2.Viele geladene Gasthörer waren im Saal.
3.Der Gastprofessor wird zwei Tage an unserer Universität teilnehmen.
4.Studenten aus verschiedenen Ländern nahmen an der Gastvorlesung teil.
5.Wir bekamen ein Gastgeschenk, es war eine Schachtel Pralinen.
6.Morgen wird auf der Bühne unseres Theaters eines Gastspiel stattfinden.
#14
1.Wann werden die Vorlesungen des zu uns  -EMPTY- Gastprofessor stattfinden?
2. Er wird mehrere Gastvorlesungen( im Ausland) halten.
3.Wo ist das Gastgeschenk? Darf ich ihn sehen?
4.Jeder erinnert sich gerne an Ihre Gastfreundschaft.
5.Das Orchester gab ein schönes Konzert in Rom (als Gastspiel).?
6.Das Konzert eröffnete der Dirigent, der auf Gastspiel kam.
7.Das Ballett des Bolschoi-Theaters unternahm eines Gastspiel nach Frankreich.
8.Das Seminar wird von einem Gastdozenten geleitet.
"
28,7.167_1,-1.0,0,"Typisch Deutsch  Ich habe ein Video über typische deutsche Сharaktereigenschaften und Gewohnheiten gesehen, das  Typisch Deutsch!  heißt.  Ich habe das schon gehört, dass die Deutschen Pünktlichkeit, Ordnung und Fleißigkeit schätzen, aber es war neu für mich, dass die Deutschen  auch pflichtbewusst sind.  Ich habe erfahren, dass die Deutschen an Roten Ampeln stehen bleiben, auch wenn es kein Auto kommt. Ich habe das nicht gewusst, dass in keinem anderen Land so viele Regeln und Gesetze wie in Deutschland gibt. Es war lustig für mich über enormerAkk- Papierverbrauch in Deutschland zu erfahren, weil ich früher dachte, dass die Deutschen in allem sparsam seien.  Laut dem Video, benutzt jeder Deutsche 247 Kilogramm Papier pro Jahr, und das entspricht einem Buch mit rund 500 Seiten am Tag. Dem Video zufolge, schaffen die Deutschen zu Hause gerne Gemütlichkeit.  Jedes Jahr investieren sie im Schnitt 390 Euro in ihre Einrichtung, und keine andere Nation gibt mehr aus. Ich habe erfahren, dass der Gartenzwerg von den Deutschen erfunden  wurde.  Dem Video nach, gibt es sogar eine internationale Vereinigung zum Schutz der Gartenzwerge.  Es war interessant zu erfahren, dass die Deutschen es mögen, die Pakete aus dem Versandt  zu bekommen.  Wie aus dem Video hervorgeht, geben  sie jedes Jahr durchschnittlich 246 Euro im Versandhandel.   Die Deutschen bestellen Produkte, testen sie, und wenn sie ihnen nicht gefallen, schicken sie einfach wieder zurück. Was die Mülltrennung anbetrifft, war es mir bekannt, dass in Deutschland es Container für Papier, Glass, Plastik und Biomüll gibt.   Ich finde es sehr wichtig, dass Müll säuberlich sortiert und getrennt weggeworfen wird, was auf dad entwickelte Umweltbewusstsein der Deutschen hindeutet. "
29,7.182_1,9.0,0,"Übung 13
Achtung! Im Publikum Nummer 238 wird heute ein Gastdozent auftreten! Jeder muss anwesend sein!
Keine Sorge! Es wird die Gasthörer auf deinem Auftritt sein, aber Sie sind genauso Studenten wie du bist.
 Jetzt hatten wir eine Gastvorlesung von dem Gastprofessor! Es war sehr interessant, aber die Zeit für alle Fragen war nicht genug.
Er brachte uns eine Flasche Wein als kleines Gastgeschenk.
Nach so vielen Konzerten gehe ich wieder auf Gastspiel! Man muss Geld doch irgendwie verdienen.
Übung 14
 Wann haben wir eine Vorlesung vom Gastprofessor?
 Er hat die mehrere Vorträge im Ausland.
 Wo ist ein Gastgeschenk? Kann ich das sehen?
 Alle erinnern sich gerne an Ihre Gastfreundschaft.
 Das Orchester gab ein schönes Konzert in Rom als Teil des Gastspiels.
 Das Konzert eröffnete der Dirigent, der auf dem Gastspiel kam.
 Das Ballett des Bolschoi-Theaters unternahm ein Gastspiel nach Frankreich.
 Das Seminar wird von einem Gastdozenten geleitet.
"
30,7.184_1,8.0,0,"Wann werden die Vorlesungen des Gastprofessors stattfinden?
Er wird einige Gastvorlesungen im Ausland hielten. 
Wo ist das Gastgeschenk? Darf ich es sehen?
Jeder erinnert sich gerne an Ihre Gastfreundschaft.
Das Orchester gab ein schönes Gastkonzert in Rom. 
Das Ballett des Bolschoi-Theaters unternehmen eine Gastspielreise nach Frankreich.
Das Seminar wird von  -EMPTY- Gastdozent geleitet.
"
31,7.212_1,-1.0,0,"Der Esel mit dem Löwen    Der Text, den ich gelesen habe, heißt  Der Esel mit dem Löwen . Das ist eine Fabel von G. E. Lessing.      G. E. Lessing ist einer der berühmtesten deutschen Dichter und Schriftsteller der deutschen Aufklärung. Er schuf seine Werke im 18. Jahrhundert. Er schrieb Dramen, Tragödien, Komödien, Gedichte und Fabeln.   Die Fabel ist eine kurze belehrende Geschichte. Ein Ereignis steht im Mittelpunkt der Fabel. Sie beinhaltet den Lehrsatz. In der Fabel sind die handelnde Personen gewöhnlich Tiere. Das Genre der Fabel wurde von Äsopus erfunden. Er war ein Sklave und durfte seine Herren direkt nicht kritisieren. Auf diese Weise verkörpern die Tiere verschiedene Verhaltensweisen und Charakterzüge.   Eine der bekanntesten Fabeln von G. E. Lessing heißt  Der Esel mit dem Löwen . Die handelnde Personen dieser Fabel sind der Löwe und zwei Esel. Wir sehen den Esel mit dem Löwen, die zusammen in den Wald gehen. Der Löwe benutzt den Esel als sein Jägerhorn. Ein anderer Esel begegnet ihnen und jener Esel begrüßt ihn. Der andere Esel ist aber nicht glücklich darüber. Er nennt jenen Esel den Unverschämten und will mit ihm nicht sprechen. Jener Esel fragt, warum er der Unverschämter ist. Nach der Meinung des anderen Esels, bedeutet es nichts, dass jener Esel mit dem Löwe geht, er ist nicht besser als andere Esel. Der Esel benutzt den Löwen auch, um besser und wichtiger zu scheinen. Der Lehrsatz der Fabel ist implizit ausgedrückt. Aus meiner Sicht, besteht die Moral dieser Fabel darin, dass einer sich überheblich nicht verhalten muss, auch wenn man mit jemanden Größeren Umgang hat. Die Fabel kritisiert Merkantilität und Geltungssucht der Esel.    Die Sprache der Fabel ist rational, klar, neutral und nicht expressiv. Die Komposition der Fabel besteht aus der Situationsschilderung, den Dialog der handelnden Personen und den Lehrsatz. Es lohnt sich zu bemerken, dass der Lehrsatz in dieser Fabel nicht direkt ausgedrückt ist.  "
